datetime,ticker,price,signal,pnl
2023-02-01-17:00,AAPL,145.47,1,-0.09
2023-02-01-17:05,AAPL,145.58,1,0.11
2023-02-01-17:10,AAPL,145.47,1,-0.11
2023-02-01-17:15,AAPL,145.56,1,0.09
2023-02-01-17:20,AAPL,145.63,1,0.07
2023-02-01-17:25,AAPL,145.71,1,0.08
2023-02-01-17:30,AAPL,145.9,1,0.19
2023-02-01-17:35,AAPL,145.88,1,-0.02
2023-02-01-17:40,AAPL,145.78,1,-0.1
2023-02-01-17:45,AAPL,145.78,1,0.0
2023-02-01-17:50,AAPL,145.79,1,0.01
2023-02-01-17:55,AAPL,145.78,1,-0.01
2023-02-01-18:00,AAPL,145.77,1,-0.01
2023-02-01-18:05,AAPL,145.88,1,0.11
2023-02-01-18:10,AAPL,145.93,1,0.05
2023-02-01-18:15,AAPL,145.98,1,0.05
2023-02-01-18:20,AAPL,145.89,1,-0.09
2023-02-01-18:25,AAPL,146.03,1,0.14
2023-02-01-18:30,AAPL,145.98,1,-0.05
2023-02-01-18:35,AAPL,145.9,1,-0.08
2023-02-01-18:40,AAPL,145.7,1,-0.2
2023-02-01-18:45,AAPL,145.96,1,0.26
2023-02-01-18:50,AAPL,145.8,1,-0.16
2023-02-01-18:55,AAPL,145.77,1,-0.03
2023-02-01-19:00,AAPL,145.78,1,0.01
2023-02-01-19:05,AAPL,145.64,1,-0.14
2023-02-01-19:10,AAPL,145.67,1,0.03
2023-02-01-19:15,AAPL,145.53,1,-0.14
2023-02-01-19:20,AAPL,145.49,1,-0.04
2023-02-01-19:25,AAPL,145.62,1,0.13
2023-02-01-19:30,AAPL,145.73,1,0.11
2023-02-01-19:35,AAPL,145.76,1,0.03
2023-02-01-19:40,AAPL,145.77,1,0.01
2023-02-01-19:45,AAPL,145.86,1,0.09
2023-02-01-19:50,AAPL,145.77,1,-0.09
2023-02-01-19:55,AAPL,145.7,1,-0.07
2023-02-01-20:00,AAPL,145.85,1,0.15
2023-02-02-04:05,AAPL,146.64,1,0.79
2023-02-02-04:10,AAPL,146.63,1,-0.01
2023-02-02-04:15,AAPL,146.78,1,0.15
2023-02-02-04:20,AAPL,146.63,1,-0.15
2023-02-02-04:25,AAPL,146.8,1,0.17
2023-02-02-04:30,AAPL,146.78,1,-0.02
2023-02-02-04:35,AAPL,146.74,1,-0.04
2023-02-02-04:40,AAPL,146.77,1,0.03
2023-02-02-04:45,AAPL,146.76,1,-0.01
2023-02-02-04:50,AAPL,146.78,1,0.02
2023-02-02-04:55,AAPL,146.74,1,-0.04
2023-02-02-05:00,AAPL,146.76,1,0.02
2023-02-02-05:05,AAPL,146.82,1,0.06
2023-02-02-05:10,AAPL,146.92,1,0.1
2023-02-02-05:15,AAPL,146.83,1,-0.09
2023-02-02-05:20,AAPL,146.91,1,0.08
2023-02-02-05:25,AAPL,146.75,1,-0.16
2023-02-02-05:30,AAPL,146.77,1,0.02
2023-02-02-05:35,AAPL,146.73,1,-0.04
2023-02-02-05:40,AAPL,146.68,1,-0.05
2023-02-02-05:45,AAPL,146.72,1,0.04
2023-02-02-05:50,AAPL,146.68,1,-0.04
2023-02-02-05:55,AAPL,146.63,1,-0.05
2023-02-02-06:00,AAPL,146.74,1,0.11
2023-02-02-06:05,AAPL,146.7,1,-0.04
2023-02-02-06:10,AAPL,146.57,1,-0.13
2023-02-02-06:15,AAPL,146.58,1,0.01
2023-02-02-06:20,AAPL,146.72,1,0.14
2023-02-02-06:25,AAPL,146.78,1,0.06
2023-02-02-06:30,AAPL,146.81,1,0.03
2023-02-02-06:35,AAPL,146.84,1,0.03
2023-02-02-06:40,AAPL,146.8,1,-0.04
2023-02-02-06:45,AAPL,146.75,1,-0.05
2023-02-02-06:50,AAPL,146.61,1,-0.14
2023-02-02-06:55,AAPL,146.6,1,-0.01
2023-02-02-07:00,AAPL,146.72,1,0.12
2023-02-02-07:05,AAPL,146.69,1,-0.03
2023-02-02-07:10,AAPL,146.73,1,0.04
2023-02-02-07:15,AAPL,146.66,1,-0.07
2023-02-02-07:20,AAPL,146.78,1,0.12
2023-02-02-07:25,AAPL,146.92,1,0.14
2023-02-02-07:30,AAPL,146.93,1,0.01
2023-02-02-07:35,AAPL,147.08,1,0.15
2023-02-02-07:40,AAPL,147.28,1,0.2
2023-02-02-07:45,AAPL,147.23,1,-0.05
2023-02-02-07:50,AAPL,146.99,1,-0.24
2023-02-02-07:55,AAPL,147.23,1,0.24
2023-02-02-08:00,AAPL,147.47,1,0.24
2023-02-02-08:05,AAPL,147.15,1,-0.32
2023-02-02-08:10,AAPL,147.23,1,0.08
2023-02-02-08:15,AAPL,147.18,1,-0.05
2023-02-02-08:20,AAPL,147.36,1,0.18
2023-02-02-08:25,AAPL,147.56,1,0.2
2023-02-02-08:30,AAPL,147.49,1,-0.07
2023-02-02-08:35,AAPL,147.46,1,-0.03
2023-02-02-08:40,AAPL,147.32,1,-0.14
2023-02-02-08:45,AAPL,147.35,1,0.03
2023-02-02-08:50,AAPL,147.66,1,0.31
2023-02-02-08:55,AAPL,147.73,1,0.07
2023-02-02-09:00,AAPL,148.1,1,0.38
2023-02-02-09:05,AAPL,148.23,1,0.13
2023-02-02-09:10,AAPL,147.97,1,-0.26
2023-02-02-09:15,AAPL,148.02,1,0.05
2023-02-02-09:20,AAPL,147.93,1,-0.09
2023-02-02-09:25,AAPL,148.13,1,0.2
2023-02-02-09:30,AAPL,148.57,1,0.44
2023-02-02-09:35,AAPL,148.91,1,0.34
2023-02-02-09:40,AAPL,148.9,1,-0.01
2023-02-02-09:45,AAPL,148.84,1,-0.05
2023-02-02-09:50,AAPL,149.05,1,0.21
2023-02-02-09:55,AAPL,148.65,1,-0.4
2023-02-02-10:00,AAPL,148.36,1,-0.29
2023-02-02-10:05,AAPL,148.58,1,0.22
2023-02-02-10:10,AAPL,148.14,1,-0.44
2023-02-02-10:15,AAPL,148.39,1,0.25
2023-02-02-10:20,AAPL,148.58,1,0.18
2023-02-02-10:25,AAPL,148.5,1,-0.07
2023-02-02-10:30,AAPL,148.74,1,0.24
2023-02-02-10:35,AAPL,149.34,1,0.6
2023-02-02-10:40,AAPL,149.28,1,-0.06
2023-02-02-10:45,AAPL,149.76,1,0.48
2023-02-02-10:50,AAPL,149.93,1,0.17
2023-02-02-10:55,AAPL,150.04,1,0.11
2023-02-02-11:00,AAPL,149.92,1,-0.12
2023-02-02-11:05,AAPL,149.74,1,-0.18
2023-02-02-11:10,AAPL,149.58,1,-0.16
2023-02-02-11:15,AAPL,149.63,1,0.04
2023-02-02-11:20,AAPL,149.43,1,-0.19
2023-02-02-11:25,AAPL,149.73,1,0.3
2023-02-02-11:30,AAPL,149.81,1,0.07
2023-02-02-11:35,AAPL,150.18,1,0.37
2023-02-02-11:40,AAPL,150.1,1,-0.07
2023-02-02-11:45,AAPL,149.86,1,-0.24
2023-02-02-11:50,AAPL,149.79,1,-0.07
2023-02-02-11:55,AAPL,149.71,1,-0.08
2023-02-02-12:00,AAPL,149.53,1,-0.18
2023-02-02-12:05,AAPL,149.5,1,-0.03
2023-02-02-12:10,AAPL,149.28,1,-0.21
2023-02-02-12:15,AAPL,149.71,1,0.42
2023-02-02-12:20,AAPL,149.68,1,-0.03
2023-02-02-12:25,AAPL,149.82,1,0.14
2023-02-02-12:30,AAPL,149.69,1,-0.13
2023-02-02-12:35,AAPL,149.99,1,0.3
2023-02-02-12:40,AAPL,149.75,1,-0.24
2023-02-02-12:45,AAPL,149.62,1,-0.13
2023-02-02-12:50,AAPL,149.51,1,-0.11
2023-02-02-12:55,AAPL,149.57,1,0.05
2023-02-02-13:00,AAPL,149.69,1,0.12
2023-02-02-13:05,AAPL,149.92,1,0.22
2023-02-02-13:10,AAPL,149.91,1,-0.0
2023-02-02-13:15,AAPL,149.96,1,0.05
2023-02-02-13:20,AAPL,149.96,1,0.0
2023-02-02-13:25,AAPL,149.84,1,-0.12
2023-02-02-13:30,AAPL,149.72,1,-0.12
2023-02-02-13:35,AAPL,149.91,1,0.19
2023-02-02-13:40,AAPL,150.01,1,0.1
2023-02-02-13:45,AAPL,150.22,1,0.2
2023-02-02-13:50,AAPL,150.18,1,-0.03
2023-02-02-13:55,AAPL,150.22,1,0.04
2023-02-02-14:00,AAPL,150.73,1,0.5
2023-02-02-14:05,AAPL,150.58,1,-0.14
2023-02-02-14:10,AAPL,150.62,1,0.04
2023-02-02-14:15,AAPL,150.14,1,-0.48
2023-02-02-14:20,AAPL,150.14,1,0.0
2023-02-02-14:25,AAPL,149.95,1,-0.2
2023-02-02-14:30,AAPL,150.0,1,0.05
2023-02-02-14:35,AAPL,149.55,1,-0.45
2023-02-02-14:40,AAPL,149.23,1,-0.32
2023-02-02-14:45,AAPL,149.24,1,0.01
2023-02-02-14:50,AAPL,149.24,1,0.0
2023-02-02-14:55,AAPL,149.2,1,-0.04
2023-02-02-15:00,AAPL,148.82,1,-0.38
2023-02-02-15:05,AAPL,148.84,1,0.02
2023-02-02-15:10,AAPL,148.64,1,-0.2
2023-02-02-15:15,AAPL,149.03,1,0.39
2023-02-02-15:20,AAPL,149.28,1,0.25
2023-02-02-15:25,AAPL,149.33,1,0.05
2023-02-02-15:30,AAPL,149.37,1,0.04
2023-02-02-15:35,AAPL,149.96,1,0.59
2023-02-02-15:40,AAPL,149.84,1,-0.12
2023-02-02-15:45,AAPL,149.43,1,-0.4
2023-02-02-15:50,AAPL,149.47,1,0.03
2023-02-02-15:55,AAPL,149.99,1,0.52
2023-02-02-16:00,AAPL,150.69,1,0.7
2023-02-02-16:05,AAPL,151.09,1,0.4
2023-02-02-16:10,AAPL,148.98,1,-2.11
2023-02-02-16:15,AAPL,149.42,1,0.44
2023-02-02-16:20,AAPL,150.01,1,0.59
2023-02-02-16:25,AAPL,151.17,1,1.16
2023-02-02-16:30,AAPL,151.17,1,0.0
2023-02-02-16:35,AAPL,143.96,1,-7.21
2023-02-02-16:40,AAPL,144.76,-1,0.8
2023-02-02-16:45,AAPL,144.42,-1,0.34
2023-02-02-16:50,AAPL,145.54,-1,-1.12
2023-02-02-16:55,AAPL,144.65,-1,0.89
2023-02-02-17:00,AAPL,144.78,-1,-0.13
2023-02-02-17:05,AAPL,144.72,-1,0.06
2023-02-02-17:10,AAPL,144.47,-1,0.25
2023-02-02-17:15,AAPL,144.73,-1,-0.26
2023-02-02-17:20,AAPL,144.61,-1,0.12
2023-02-02-17:25,AAPL,144.34,-1,0.27
2023-02-02-17:30,AAPL,145.18,-1,-0.84
2023-02-02-17:35,AAPL,148.27,-1,-3.1
2023-02-02-17:40,AAPL,150.69,-1,-2.42
2023-02-02-17:45,AAPL,149.92,1,0.77
2023-02-02-17:50,AAPL,151.06,1,1.14
2023-02-02-17:55,AAPL,149.57,1,-1.49
2023-02-02-18:00,AAPL,149.65,1,0.08
2023-02-02-18:05,AAPL,148.95,1,-0.7
2023-02-02-18:10,AAPL,148.13,1,-0.82
2023-02-02-18:15,AAPL,147.63,1,-0.51
2023-02-02-18:20,AAPL,147.58,1,-0.05
2023-02-02-18:25,AAPL,146.93,1,-0.65
2023-02-02-18:30,AAPL,147.43,1,0.5
2023-02-02-18:35,AAPL,148.02,1,0.6
2023-02-02-18:40,AAPL,147.38,1,-0.65
2023-02-02-18:45,AAPL,146.98,1,-0.4
2023-02-02-18:50,AAPL,145.68,1,-1.3
2023-02-02-18:55,AAPL,145.73,-1,0.05
2023-02-02-19:00,AAPL,145.68,-1,0.05
2023-02-02-19:05,AAPL,145.87,-1,-0.19
2023-02-02-19:10,AAPL,145.48,-1,0.39
2023-02-02-19:15,AAPL,145.73,-1,-0.25
2023-02-02-19:20,AAPL,145.75,-1,-0.02
2023-02-02-19:25,AAPL,145.73,-1,0.02
2023-02-02-19:30,AAPL,145.68,-1,0.05
2023-02-02-19:35,AAPL,145.43,-1,0.25
2023-02-02-19:40,AAPL,145.5,-1,-0.07
2023-02-02-19:45,AAPL,145.47,-1,0.03
2023-02-02-19:50,AAPL,145.54,-1,-0.07
2023-02-02-19:55,AAPL,145.72,-1,-0.18
2023-02-02-20:00,AAPL,145.77,-1,-0.05
2023-02-03-04:05,AAPL,144.85,-1,0.92
2023-02-03-04:10,AAPL,145.0,-1,-0.15
2023-02-03-04:15,AAPL,145.17,-1,-0.17
2023-02-03-04:20,AAPL,145.23,-1,-0.06
2023-02-03-04:25,AAPL,145.24,-1,-0.01
2023-02-03-04:30,AAPL,145.28,-1,-0.04
2023-02-03-04:35,AAPL,145.6,-1,-0.32
2023-02-03-04:40,AAPL,145.72,-1,-0.12
2023-02-03-04:45,AAPL,145.92,-1,-0.2
2023-02-03-04:50,AAPL,145.79,-1,0.13
2023-02-03-04:55,AAPL,145.95,-1,-0.16
2023-02-03-05:00,AAPL,145.83,-1,0.12
2023-02-03-05:05,AAPL,145.9,-1,-0.07
2023-02-03-05:10,AAPL,145.95,-1,-0.05
2023-02-03-05:15,AAPL,145.62,-1,0.33
2023-02-03-05:20,AAPL,145.58,-1,0.04
2023-02-03-05:25,AAPL,145.49,-1,0.09
2023-02-03-05:30,AAPL,145.55,-1,-0.06
2023-02-03-05:35,AAPL,145.46,-1,0.09
2023-02-03-05:40,AAPL,145.5,-1,-0.04
2023-02-03-05:45,AAPL,145.63,-1,-0.13
2023-02-03-05:50,AAPL,145.6,-1,0.03
2023-02-03-05:55,AAPL,145.58,-1,0.02
2023-02-03-06:00,AAPL,145.56,-1,0.02
2023-02-03-06:05,AAPL,145.55,-1,0.01
2023-02-03-06:10,AAPL,145.34,-1,0.21
2023-02-03-06:15,AAPL,145.3,-1,0.04
2023-02-03-06:20,AAPL,145.37,-1,-0.07
2023-02-03-06:25,AAPL,145.55,-1,-0.18
2023-02-03-06:30,AAPL,145.61,-1,-0.06
2023-02-03-06:35,AAPL,145.97,-1,-0.36
2023-02-03-06:40,AAPL,145.98,-1,-0.01
2023-02-03-06:45,AAPL,146.38,-1,-0.4
2023-02-03-06:50,AAPL,146.63,-1,-0.25
2023-02-03-06:55,AAPL,146.47,-1,0.16
2023-02-03-07:00,AAPL,146.49,-1,-0.02
2023-02-03-07:05,AAPL,147.44,-1,-0.95
2023-02-03-07:10,AAPL,147.63,-1,-0.19
2023-02-03-07:15,AAPL,147.58,-1,0.05
2023-02-03-07:20,AAPL,146.99,-1,0.59
2023-02-03-07:25,AAPL,146.78,-1,0.21
2023-02-03-07:30,AAPL,146.78,-1,-0.0
2023-02-03-07:35,AAPL,147.13,-1,-0.35
2023-02-03-07:40,AAPL,147.77,-1,-0.65
2023-02-03-07:45,AAPL,148.18,-1,-0.41
2023-02-03-07:50,AAPL,148.37,-1,-0.19
2023-02-03-07:55,AAPL,148.17,-1,0.2
2023-02-03-08:00,AAPL,148.17,-1,-0.0
2023-02-03-08:05,AAPL,148.35,-1,-0.17
2023-02-03-08:10,AAPL,149.06,-1,-0.71
2023-02-03-08:15,AAPL,149.35,-1,-0.3
2023-02-03-08:20,AAPL,149.49,-1,-0.14
2023-02-03-08:25,AAPL,149.58,-1,-0.09
2023-02-03-08:30,AAPL,148.94,-1,0.64
2023-02-03-08:35,AAPL,148.09,-1,0.85
2023-02-03-08:40,AAPL,148.78,-1,-0.69
2023-02-03-08:45,AAPL,148.56,-1,0.22
2023-02-03-08:50,AAPL,147.87,-1,0.69
2023-02-03-08:55,AAPL,147.68,-1,0.2
2023-02-03-09:00,AAPL,147.52,-1,0.16
2023-02-03-09:05,AAPL,147.99,-1,-0.48
2023-02-03-09:10,AAPL,147.87,-1,0.12
2023-02-03-09:15,AAPL,148.28,-1,-0.41
2023-02-03-09:20,AAPL,148.12,-1,0.16
2023-02-03-09:25,AAPL,148.31,-1,-0.19
2023-02-03-09:30,AAPL,147.72,-1,0.6
2023-02-03-09:35,AAPL,149.29,-1,-1.57
2023-02-03-09:40,AAPL,150.3,-1,-1.01
2023-02-03-09:45,AAPL,151.09,1,-0.79
2023-02-03-09:50,AAPL,151.61,1,0.52
2023-02-03-09:55,AAPL,152.15,1,0.54
2023-02-03-10:00,AAPL,153.02,1,0.86
2023-02-03-10:05,AAPL,152.9,1,-0.11
2023-02-03-10:10,AAPL,152.53,1,-0.38
2023-02-03-10:15,AAPL,154.64,1,2.12
2023-02-03-10:20,AAPL,154.59,1,-0.06
2023-02-03-10:25,AAPL,155.87,1,1.29
2023-02-03-10:30,AAPL,155.98,1,0.11
2023-02-03-10:35,AAPL,156.81,1,0.83
2023-02-03-10:40,AAPL,156.53,1,-0.28
2023-02-03-10:45,AAPL,156.39,1,-0.14
2023-02-03-10:50,AAPL,156.04,1,-0.35
2023-02-03-10:55,AAPL,155.6,1,-0.44
2023-02-03-11:00,AAPL,155.53,1,-0.07
2023-02-03-11:05,AAPL,155.8,1,0.27
2023-02-03-11:10,AAPL,155.48,1,-0.32
2023-02-03-11:15,AAPL,155.84,1,0.36
2023-02-03-11:20,AAPL,155.61,1,-0.23
2023-02-03-11:25,AAPL,155.86,1,0.25
2023-02-03-11:30,AAPL,156.25,1,0.39
2023-02-03-11:35,AAPL,156.84,1,0.58
2023-02-03-11:40,AAPL,156.44,1,-0.39
2023-02-03-11:45,AAPL,156.8,1,0.35
2023-02-03-11:50,AAPL,156.33,1,-0.46
2023-02-03-11:55,AAPL,156.24,1,-0.09
2023-02-03-12:00,AAPL,155.48,1,-0.76
2023-02-03-12:05,AAPL,155.54,1,0.06
2023-02-03-12:10,AAPL,155.69,1,0.15
2023-02-03-12:15,AAPL,156.26,1,0.56
2023-02-03-12:20,AAPL,156.74,1,0.48
2023-02-03-12:25,AAPL,156.53,1,-0.2
2023-02-03-12:30,AAPL,156.04,1,-0.49
2023-02-03-12:35,AAPL,155.98,1,-0.06
2023-02-03-12:40,AAPL,155.9,1,-0.08
2023-02-03-12:45,AAPL,155.55,1,-0.35
2023-02-03-12:50,AAPL,155.36,1,-0.19
2023-02-03-12:55,AAPL,154.94,1,-0.41
2023-02-03-13:00,AAPL,154.34,1,-0.6
2023-02-03-13:05,AAPL,154.59,1,0.25
2023-02-03-13:10,AAPL,154.15,1,-0.45
2023-02-03-13:15,AAPL,154.55,1,0.41
2023-02-03-13:20,AAPL,154.65,1,0.1
2023-02-03-13:25,AAPL,154.57,1,-0.08
2023-02-03-13:30,AAPL,154.82,1,0.25
2023-02-03-13:35,AAPL,154.49,1,-0.33
2023-02-03-13:40,AAPL,154.75,1,0.26
2023-02-03-13:45,AAPL,154.5,1,-0.25
2023-02-03-13:50,AAPL,155.05,1,0.54
2023-02-03-13:55,AAPL,155.36,1,0.32
2023-02-03-14:00,AAPL,155.11,1,-0.25
2023-02-03-14:05,AAPL,155.0,1,-0.11
2023-02-03-14:10,AAPL,155.21,1,0.21
2023-02-03-14:15,AAPL,155.17,1,-0.04
2023-02-03-14:20,AAPL,154.76,1,-0.41
2023-02-03-14:25,AAPL,154.71,1,-0.05
2023-02-03-14:30,AAPL,154.94,1,0.23
2023-02-03-14:35,AAPL,154.65,1,-0.29
2023-02-03-14:40,AAPL,155.34,1,0.69
2023-02-03-14:45,AAPL,154.87,1,-0.47
2023-02-03-14:50,AAPL,154.89,1,0.02
2023-02-03-14:55,AAPL,154.8,1,-0.09
2023-02-03-15:00,AAPL,154.44,1,-0.36
2023-02-03-15:05,AAPL,154.14,1,-0.31
2023-02-03-15:10,AAPL,154.55,1,0.42
2023-02-03-15:15,AAPL,154.67,1,0.12
2023-02-03-15:20,AAPL,154.9,1,0.22
2023-02-03-15:25,AAPL,154.93,1,0.03
2023-02-03-15:30,AAPL,154.67,1,-0.26
2023-02-03-15:35,AAPL,154.41,1,-0.25
2023-02-03-15:40,AAPL,154.57,1,0.16
2023-02-03-15:45,AAPL,154.57,1,0.0
2023-02-03-15:50,AAPL,154.24,1,-0.34
2023-02-03-15:55,AAPL,154.57,1,0.34
2023-02-03-16:00,AAPL,154.27,1,-0.31
2023-02-03-16:05,AAPL,154.33,1,0.07
2023-02-03-16:10,AAPL,154.32,1,-0.01
2023-02-03-16:15,AAPL,154.28,1,-0.05
2023-02-03-16:20,AAPL,154.2,1,-0.08
2023-02-03-16:25,AAPL,154.13,1,-0.07
2023-02-03-16:30,AAPL,153.96,1,-0.17
2023-02-03-16:35,AAPL,154.07,1,0.11
2023-02-03-16:40,AAPL,154.1,1,0.03
2023-02-03-16:45,AAPL,154.12,1,0.02
2023-02-03-16:50,AAPL,154.27,1,0.15
2023-02-03-16:55,AAPL,154.15,1,-0.12
2023-02-03-17:00,AAPL,154.2,1,0.05
2023-02-03-17:05,AAPL,154.26,1,0.05
2023-02-03-17:10,AAPL,154.23,1,-0.03
2023-02-03-17:15,AAPL,154.14,1,-0.09
2023-02-03-17:20,AAPL,154.1,1,-0.04
2023-02-03-17:25,AAPL,154.12,1,0.02
2023-02-03-17:30,AAPL,154.16,1,0.04
2023-02-03-17:35,AAPL,154.07,1,-0.09
2023-02-03-17:40,AAPL,153.98,1,-0.09
2023-02-03-17:45,AAPL,153.8,1,-0.18
2023-02-03-17:50,AAPL,153.91,1,0.11
2023-02-03-17:55,AAPL,153.87,1,-0.04
2023-02-03-18:00,AAPL,153.97,1,0.1
2023-02-03-18:05,AAPL,153.92,1,-0.05
2023-02-03-18:10,AAPL,154.02,1,0.1
2023-02-03-18:15,AAPL,154.02,1,0.0
2023-02-03-18:20,AAPL,154.02,1,0.0
2023-02-03-18:25,AAPL,154.03,1,0.01
2023-02-03-18:30,AAPL,154.05,1,0.02
2023-02-03-18:35,AAPL,154.06,1,0.01
2023-02-03-18:40,AAPL,153.99,1,-0.07
2023-02-03-18:45,AAPL,154.05,1,0.06
2023-02-03-18:50,AAPL,153.99,1,-0.06
2023-02-03-18:55,AAPL,154.04,1,0.05
2023-02-03-19:00,AAPL,154.05,1,0.01
2023-02-03-19:05,AAPL,154.02,1,-0.03
2023-02-03-19:10,AAPL,154.02,1,0.0
2023-02-03-19:15,AAPL,154.05,1,0.03
2023-02-03-19:20,AAPL,154.09,1,0.04
2023-02-03-19:25,AAPL,154.11,1,0.02
2023-02-03-19:30,AAPL,154.12,1,0.01
2023-02-03-19:35,AAPL,154.13,1,0.01
2023-02-03-19:40,AAPL,154.13,1,0.0
2023-02-03-19:45,AAPL,154.1,1,-0.03
2023-02-03-19:50,AAPL,154.08,1,-0.02
2023-02-03-19:55,AAPL,154.1,1,0.02
2023-02-03-20:00,AAPL,154.16,1,0.06
2023-02-06-05:15,AAPL,152.71,1,-1.45
2023-02-06-05:20,AAPL,152.62,1,-0.09
2023-02-06-05:25,AAPL,152.57,-1,-0.05
2023-02-06-05:30,AAPL,152.55,-1,0.02
2023-02-06-05:35,AAPL,152.54,-1,0.01
2023-02-06-05:40,AAPL,152.43,-1,0.11
2023-02-06-05:45,AAPL,152.75,-1,-0.32
2023-02-06-05:50,AAPL,152.54,-1,0.21
2023-02-06-05:55,AAPL,152.68,-1,-0.14
2023-02-06-06:00,AAPL,152.7,-1,-0.02
2023-02-06-06:05,AAPL,152.58,-1,0.12
2023-02-06-06:10,AAPL,152.65,-1,-0.07
2023-02-06-06:15,AAPL,152.49,-1,0.16
2023-02-06-06:20,AAPL,152.67,-1,-0.18
2023-02-06-06:25,AAPL,152.52,-1,0.15
2023-02-06-06:30,AAPL,152.63,-1,-0.11
2023-02-06-06:35,AAPL,152.27,-1,0.36
2023-02-06-06:40,AAPL,152.35,-1,-0.08
2023-02-06-06:45,AAPL,152.36,-1,-0.01
2023-02-06-06:50,AAPL,152.47,-1,-0.11
2023-02-06-06:55,AAPL,152.38,-1,0.09
2023-02-06-07:00,AAPL,152.47,-1,-0.09
2023-02-06-07:05,AAPL,152.65,-1,-0.18
2023-02-06-07:10,AAPL,152.67,-1,-0.02
2023-02-06-07:15,AAPL,152.77,-1,-0.1
2023-02-06-07:20,AAPL,152.52,-1,0.25
2023-02-06-07:25,AAPL,152.47,-1,0.05
2023-02-06-07:30,AAPL,152.52,-1,-0.05
2023-02-06-07:35,AAPL,152.52,-1,-0.0
2023-02-06-07:40,AAPL,152.84,-1,-0.32
2023-02-06-07:45,AAPL,152.99,-1,-0.15
2023-02-06-07:50,AAPL,152.8,1,0.19
2023-02-06-07:55,AAPL,152.67,1,-0.13
2023-02-06-08:00,AAPL,152.74,1,0.07
2023-02-06-08:05,AAPL,152.73,1,-0.01
2023-02-06-08:10,AAPL,152.68,1,-0.05
2023-02-06-08:15,AAPL,152.86,1,0.18
2023-02-06-08:20,AAPL,153.17,1,0.31
2023-02-06-08:25,AAPL,152.9,1,-0.27
2023-02-06-08:30,AAPL,152.93,1,0.03
2023-02-06-08:35,AAPL,152.49,1,-0.44
2023-02-06-08:40,AAPL,152.64,1,0.15
2023-02-06-08:45,AAPL,152.74,1,0.1
2023-02-06-08:50,AAPL,152.45,1,-0.29
2023-02-06-08:55,AAPL,152.52,-1,0.07
2023-02-06-09:00,AAPL,152.64,-1,-0.12
2023-02-06-09:05,AAPL,152.62,-1,0.02
2023-02-06-09:10,AAPL,152.62,-1,-0.0
2023-02-06-09:15,AAPL,152.57,-1,0.05
2023-02-06-09:20,AAPL,152.83,-1,-0.26
2023-02-06-09:25,AAPL,152.76,-1,0.07
2023-02-06-09:30,AAPL,152.27,-1,0.49
2023-02-06-09:35,AAPL,152.53,-1,-0.26
2023-02-06-09:40,AAPL,151.83,-1,0.7
2023-02-06-09:45,AAPL,152.08,-1,-0.25
2023-02-06-09:50,AAPL,152.36,-1,-0.28
2023-02-06-09:55,AAPL,151.63,-1,0.73
2023-02-06-10:00,AAPL,152.25,-1,-0.62
2023-02-06-10:05,AAPL,152.11,-1,0.14
2023-02-06-10:10,AAPL,152.35,-1,-0.24
2023-02-06-10:15,AAPL,151.59,-1,0.75
2023-02-06-10:20,AAPL,151.43,-1,0.16
2023-02-06-10:25,AAPL,151.27,-1,0.16
2023-02-06-10:30,AAPL,151.14,-1,0.13
2023-02-06-10:35,AAPL,150.86,-1,0.28
2023-02-06-10:40,AAPL,151.14,-1,-0.28
2023-02-06-10:45,AAPL,151.3,-1,-0.16
2023-02-06-10:50,AAPL,151.58,-1,-0.28
2023-02-06-10:55,AAPL,151.99,-1,-0.41
2023-02-06-11:00,AAPL,152.04,-1,-0.05
2023-02-06-11:05,AAPL,152.21,-1,-0.17
2023-02-06-11:10,AAPL,152.0,-1,0.21
2023-02-06-11:15,AAPL,152.07,-1,-0.07
2023-02-06-11:20,AAPL,152.32,-1,-0.25
2023-02-06-11:25,AAPL,152.5,-1,-0.18
2023-02-06-11:30,AAPL,152.66,-1,-0.16
2023-02-06-11:35,AAPL,152.49,-1,0.17
2023-02-06-11:40,AAPL,152.57,-1,-0.09
2023-02-06-11:45,AAPL,152.65,-1,-0.08
2023-02-06-11:50,AAPL,152.31,-1,0.34
2023-02-06-11:55,AAPL,151.97,-1,0.34
2023-02-06-12:00,AAPL,151.81,-1,0.16
2023-02-06-12:05,AAPL,151.73,-1,0.07
2023-02-06-12:10,AAPL,151.99,-1,-0.26
2023-02-06-12:15,AAPL,152.06,-1,-0.07
2023-02-06-12:20,AAPL,151.8,-1,0.26
2023-02-06-12:25,AAPL,151.97,-1,-0.18
2023-02-06-12:30,AAPL,151.98,-1,-0.0
2023-02-06-12:35,AAPL,152.13,-1,-0.15
2023-02-06-12:40,AAPL,152.27,-1,-0.14
2023-02-06-12:45,AAPL,152.25,-1,0.02
2023-02-06-12:50,AAPL,152.38,-1,-0.13
2023-02-06-12:55,AAPL,152.25,-1,0.13
2023-02-06-13:00,AAPL,152.2,-1,0.05
2023-02-06-13:05,AAPL,152.05,-1,0.15
2023-02-06-13:10,AAPL,152.06,-1,-0.01
2023-02-06-13:15,AAPL,152.18,-1,-0.12
2023-02-06-13:20,AAPL,152.17,-1,0.01
2023-02-06-13:25,AAPL,151.92,-1,0.25
